contentId;bytes;srcUserId;dstUserId;type;timestamp
163;1024;28;47;0;1588232230636
131;1024;28;58;0;1588232230665
195;1024;0;73;1;1588232230764
99;1024;0;75;1;1588232230765
71;1024;0;47;1;1588232230778
119;1024;11;50;0;1588232230810
196;1024;74;21;0;1588232230843
174;1024;0;39;1;1588232230843
0;1024;0;53;1;1588232230857
166;1024;0;71;1;1588232230859
106;1024;0;63;1;1588232230879
152;1024;0;74;1;1588232230925
178;1024;0;66;1;1588232230929
140;1024;14;27;0;1588232231026
82;1024;14;25;0;1588232231055
144;1024;0;39;1;1588232231070
79;1024;0;47;1;1588232231109
96;1024;0;5;1;1588232231162
93;1024;0;54;1;1588232231182
50;1024;51;11;0;1588232231202
74;1024;69;36;0;1588232231227
145;1024;0;58;1;1588232231229
72;1024;0;68;1;1588232231254
77;1024;72;60;0;1588232231262
111;1024;0;59;1;1588232231309
137;1024;0;52;1;1588232231357
119;1024;0;42;1;1588232231468
21;1024;0;37;1;1588232231492
123;1024;61;65;0;1588232231504
192;1024;21;7;0;1588232231504
113;1024;0;73;1;1588232231504
174;1024;0;41;1;1588232231631
167;1024;0;67;1;1588232231650
190;1024;0;20;1;1588232231658
86;1024;0;23;1;1588232231667
99;1024;0;49;1;1588232231692
182;1024;15;41;0;1588232231763
115;1024;0;58;1;1588232231770
83;1024;32;5;0;1588232231790
66;1024;36;49;0;1588232231795
56;1024;0;17;1;1588232231802
122;1024;0;28;1;1588232231842
134;1024;46;29;0;1588232231860
117;1024;41;28;0;1588232231940
65;1024;27;18;0;1588232231940
132;1024;45;22;0;1588232231945
137;1024;0;12;1;1588232231980
71;1024;0;39;1;1588232232047
49;1024;0;5;1;1588232232058
78;1024;0;12;1;1588232232064
55;1024;0;11;1;1588232232078
20;1024;0;42;1;1588232232088
119;1024;33;66;0;1588232232211
155;1024;49;51;0;1588232232219
197;1024;47;44;0;1588232232299
140;1024;12;24;0;1588232232316
26;1024;0;69;1;1588232232364
36;1024;30;62;0;1588232232371
10;1024;0;22;1;1588232232408
32;1024;51;63;0;1588232232435
8;1024;13;5;0;1588232232545
108;1024;24;64;0;1588232232552
143;1024;0;41;1;1588232232560
198;1024;0;50;1;1588232232630
51;1024;0;37;1;1588232232644
111;1024;0;34;1;1588232232681
28;1024;0;65;1;1588232232747
191;1024;0;18;1;1588232232750
103;1024;0;47;1;1588232232750
144;1024;0;35;1;1588232232755
181;1024;0;53;1;1588232232761
174;1024;0;31;1;1588232232780
17;1024;37;49;0;1588232232815
162;1024;0;45;1;1588232232817
76;1024;0;40;1;1588232232881
145;1024;12;17;0;1588232232881
103;1024;0;41;1;1588232232992
194;1024;0;15;1;1588232233001
77;1024;10;18;0;1588232233006
24;1024;69;50;0;1588232233028
47;1024;30;35;0;1588232233063
22;1024;44;56;0;1588232233063
64;1024;0;5;1;1588232233067
75;1024;0;51;1;1588232233152
61;1024;0;51;1;1588232233157
81;1024;0;36;1;1588232233186
48;1024;0;21;1;1588232233207
96;1024;0;11;1;1588232233242
16;1024;42;30;0;1588232233267
8;1024;22;59;0;1588232233358
91;1024;31;4;0;1588232233363
84;1024;0;37;1;1588232233386
178;1024;21;27;0;1588232233412
79;1024;26;50;0;1588232233459
54;1024;52;27;0;1588232233499
63;1024;1;59;0;1588232233529
130;1024;0;48;1;1588232233560
59;1024;1;73;0;1588232233602
76;1024;68;53;0;1588232233626
177;1024;0;64;1;1588232233651
47;1024;0;9;1;1588232233661
109;1024;0;71;1;1588232233661
38;1024;0;14;1;1588232233706
185;1024;17;66;0;1588232233719
142;1024;0;9;1;1588232233743
103;1024;53;7;0;1588232233757
194;1024;24;34;0;1588232233807
196;1024;0;17;1;1588232233842
25;1024;13;18;0;1588232233872
62;1024;0;49;1;1588232233905
45;1024;0;50;1;1588232233946
49;1024;0;27;1;1588232233962
47;1024;0;50;1;1588232233992
164;1024;0;60;1;1588232234025
12;1024;0;7;1;1588232234067
140;1024;23;54;0;1588232234115
47;1024;0;65;1;1588232234115
0;1024;0;27;1;1588232234120
145;1024;19;47;0;1588232234128
151;1024;0;11;1;1588232234149
87;1024;25;43;0;1588232234192
19;1024;0;65;1;1588232234229
128;1024;0;50;1;1588232234256
83;1024;47;35;0;1588232234267
125;1024;0;11;1;1588232234269
101;1024;32;62;0;1588232234271
173;1024;0;20;1;1588232234353
25;1024;0;73;1;1588232234369
152;1024;58;42;0;1588232234379
192;1024;27;35;0;1588232234388
26;1024;58;72;0;1588232234442
55;1024;32;3;0;1588232234525
43;1024;0;68;1;1588232234551
154;1024;20;42;0;1588232234567
124;1024;0;72;1;1588232234596
111;1024;45;65;0;1588232234630
153;1024;29;67;0;1588232234700
190;1024;0;71;1;1588232234746
180;1024;21;74;0;1588232234756
168;1024;8;49;0;1588232234799
114;1024;2;12;0;1588232234850
87;1024;62;44;0;1588232234901
135;1024;0;39;1;1588232234917
17;1024;38;24;0;1588232234927
64;1024;0;75;1;1588232234947
30;1024;25;33;0;1588232234967
19;1024;0;74;1;1588232234980
73;1024;0;3;1;1588232234992
183;1024;0;23;1;1588232235017
197;1024;0;18;1;1588232235054
160;1024;0;34;1;1588232235074
92;1024;0;47;1;1588232235125
68;1024;70;60;0;1588232235158
156;1024;8;56;0;1588232235167
41;1024;0;45;1;1588232235208
41;1024;21;75;0;1588232235236
60;1024;0;52;1;1588232235272
44;1024;0;51;1;1588232235296
170;1024;0;6;1;1588232235298
164;1024;0;65;1;1588232235348
106;1024;0;47;1;1588232235360
24;1024;38;10;0;1588232235371
111;1024;52;53;0;1588232235407
143;1024;0;46;1;1588232235446
71;1024;0;61;1;1588232235471
143;1024;0;39;1;1588232235508
125;1024;32;57;0;1588232235526
113;1024;0;71;1;1588232235558
37;1024;69;66;0;1588232235618
52;1024;0;38;1;1588232235629
176;1024;0;13;1;1588232235700
104;1024;0;63;1;1588232235702
37;1024;53;45;0;1588232235709
158;1024;0;48;1;1588232235720
51;1024;68;7;0;1588232235761
33;1024;20;38;0;1588232235786
130;1024;0;72;1;1588232235792
75;1024;0;42;1;1588232235801
78;1024;22;13;0;1588232235821
147;1024;0;47;1;1588232235855
148;1024;19;5;0;1588232235895
17;1024;0;27;1;1588232235934
166;1024;0;5;1;1588232235978
182;1024;0;57;1;1588232235991
82;1024;0;46;1;1588232236028
105;1024;0;2;1;1588232236059
85;1024;0;34;1;1588232236068
121;1024;0;9;1;1588232236095
184;1024;0;58;1;1588232236143
71;1024;32;66;0;1588232236148
26;1024;61;24;0;1588232236153
154;1024;0;18;1;1588232236179
140;1024;0;20;1;1588232236232
91;1024;0;71;1;1588232236263
68;1024;0;38;1;1588232236318
117;1024;0;74;1;1588232236342
179;1024;0;21;1;1588232236403
189;1024;58;7;0;1588232236438
1;1024;0;4;1;1588232236462
64;1024;56;64;0;1588232236464
172;1024;43;10;0;1588232236599
118;1024;65;10;0;1588232236620
111;1024;5;8;0;1588232236631
0;1024;0;11;1;1588232236637
190;1024;0;17;1;1588232236650
176;1024;0;17;1;1588232236669
108;1024;18;52;0;1588232236714
149;1024;0;75;1;1588232236749
45;1024;22;73;0;1588232236765
184;1024;0;66;1;1588232236787
31;1024;0;17;1;1588232236803
84;1024;0;29;1;1588232236883
28;1024;35;58;0;1588232236883
23;1024;0;37;1;1588232236888
192;1024;52;5;0;1588232236904
55;1024;0;41;1;1588232236984
37;1024;0;19;1;1588232237018
60;1024;39;45;0;1588232237053
21;1024;0;4;1;1588232237072
4;1024;0;22;1;1588232237079
107;1024;0;49;1;1588232237096
145;1024;0;43;1;1588232237102
41;1024;0;21;1;1588232237153
85;1024;68;53;0;1588232237162
102;1024;54;44;0;1588232237168
194;1024;0;72;1;1588232237218
129;1024;53;24;0;1588232237292
124;1024;63;61;0;1588232237360
114;1024;66;62;0;1588232237393
94;1024;0;37;1;1588232237393
130;1024;20;71;0;1588232237412
28;1024;0;14;1;1588232237479
95;1024;0;50;1;1588232237518
90;1024;6;38;0;1588232237556
26;1024;13;6;0;1588232237558
18;1024;0;66;1;1588232237581
183;1024;0;26;1;1588232237651
167;1024;0;70;1;1588232237661
109;1024;6;57;0;1588232237704
50;1024;59;17;0;1588232237778
76;1024;54;21;0;1588232237846
199;1024;54;58;0;1588232237861
67;1024;0;52;1;1588232237894
157;1024;64;5;0;1588232237894
181;1024;59;66;0;1588232237921
42;1024;64;56;0;1588232237953
2;1024;0;15;1;1588232237984
100;1024;0;56;1;1588232238003
11;1024;52;55;0;1588232238036
110;1024;0;22;1;1588232238059
55;1024;26;30;0;1588232238079
74;1024;34;30;0;1588232238098
131;1024;0;15;1;1588232238141
172;1024;0;74;1;1588232238154
147;1024;50;32;0;1588232238207
60;1024;0;31;1;1588232238237
92;1024;31;61;0;1588232238262
16;1024;0;74;1;1588232238279
63;1024;43;45;0;1588232238295
120;1024;0;54;1;1588232238295
107;1024;0;23;1;1588232238308
150;1024;60;69;0;1588232238335
138;1024;47;2;0;1588232238380
13;1024;72;5;0;1588232238386
84;1024;65;43;0;1588232238426
168;1024;46;7;0;1588232238429
155;1024;0;39;1;1588232238484
111;1024;71;44;0;1588232238493
35;1024;0;27;1;1588232238536
57;1024;74;13;0;1588232238582
0;1024;60;18;0;1588232238610
192;1024;0;38;1;1588232238656
78;1024;57;29;0;1588232238684
100;1024;0;64;1;1588232238711
6;1024;60;1;0;1588232238777
21;1024;46;73;0;1588232238846
198;1024;0;17;1;1588232238864
117;1024;0;32;1;1588232238894
155;1024;43;12;0;1588232238921
159;1024;0;75;1;1588232238932
195;1024;0;21;1;1588232239017
61;1024;0;18;1;1588232239023
26;1024;0;49;1;1588232239052
0;1024;16;61;0;1588232239060
177;1024;60;20;0;1588232239061
56;1024;0;15;1;1588232239077
46;1024;20;12;0;1588232239080
50;1024;50;48;0;1588232239110
195;1024;66;65;0;1588232239148
66;1024;33;55;0;1588232239192
121;1024;0;29;1;1588232239268
194;1024;0;1;1;1588232239296
115;1024;0;7;1;1588232239296
95;1024;21;48;0;1588232239456
189;1024;57;41;0;1588232239482
80;1024;0;18;1;1588232239518
132;1024;75;31;0;1588232239518
100;1024;0;60;1;1588232239523
31;1024;0;50;1;1588232239531
82;1024;13;55;0;1588232239531
188;1024;0;28;1;1588232239553
55;1024;0;68;1;1588232239569
156;1024;0;16;1;1588232239571
25;1024;0;73;1;1588232239587
63;1024;0;67;1;1588232239613
11;1024;0;5;1;1588232239627
83;1024;18;71;0;1588232239666
143;1024;0;32;1;1588232239668
1;1024;0;47;1;1588232239675
78;1024;0;59;1;1588232239712
116;1024;9;13;0;1588232239786
71;1024;0;48;1;1588232239789
76;1024;2;27;0;1588232239797
6;1024;0;52;1;1588232239842
162;1024;0;8;1;1588232239857
34;1024;0;73;1;1588232239857
74;1024;0;49;1;1588232239860
117;1024;0;75;1;1588232239906
31;1024;47;58;0;1588232239983
153;1024;60;44;0;1588232239994
78;1024;39;34;0;1588232240019
127;1024;0;25;1;1588232240027
89;1024;0;47;1;1588232240051
61;1024;24;50;0;1588232240114
66;1024;10;40;0;1588232240127
69;1024;61;16;0;1588232240144
62;1024;0;34;1;1588232240206
3;1024;0;7;1;1588232240277
121;1024;0;73;1;1588232240287
100;1024;53;23;0;1588232240294
28;1024;0;30;1;1588232240313
179;1024;68;57;0;1588232240346
49;1024;69;75;0;1588232240364
85;1024;30;33;0;1588232240418
39;1024;52;69;0;1588232240439
181;1024;0;72;1;1588232240439
84;1024;0;47;1;1588232240445
82;1024;26;67;0;1588232240463
24;1024;0;33;1;1588232240481
2;1024;0;58;1;1588232240481
195;1024;0;64;1;1588232240482
140;1024;0;2;1;1588232240498
88;1024;0;57;1;1588232240568
186;1024;0;61;1;1588232240620
83;1024;55;30;0;1588232240630
140;1024;39;63;0;1588232240682
60;1024;0;51;1;1588232240692
15;1024;17;8;0;1588232240756
105;1024;13;60;0;1588232240796
186;1024;36;15;0;1588232240877
114;1024;34;20;0;1588232240904
130;1024;0;31;1;1588232240923
18;1024;0;9;1;1588232240927
164;1024;0;66;1;1588232240953
39;1024;16;17;0;1588232240982
84;1024;60;52;0;1588232240994
175;1024;0;53;1;1588232241018
66;1024;0;51;1;1588232241062
152;1024;0;25;1;1588232241088
197;1024;64;15;0;1588232241101
74;1024;4;61;0;1588232241171
102;1024;0;57;1;1588232241204
80;1024;21;62;0;1588232241210
153;1024;72;56;0;1588232241222
122;1024;0;23;1;1588232241312
22;1024;47;36;0;1588232241345
38;1024;0;34;1;1588232241416
157;1024;0;65;1;1588232241438
48;1024;0;25;1;1588232241442
119;1024;52;43;0;1588232241450
199;1024;46;39;0;1588232241456
16;1024;0;20;1;1588232241485
110;1024;16;63;0;1588232241496
141;1024;67;42;0;1588232241507
32;1024;36;55;0;1588232241605
182;1024;0;3;1;1588232241606
54;1024;55;7;0;1588232241646
118;1024;4;17;0;1588232241680
56;1024;0;12;1;1588232241689
185;1024;0;35;1;1588232241709
77;1024;5;13;0;1588232241795
95;1024;0;19;1;1588232241815
85;1024;64;48;0;1588232241836
100;1024;0;26;1;1588232241869
129;1024;0;61;1;1588232241890
69;1024;0;30;1;1588232241923
43;1024;71;6;0;1588232241927
63;1024;0;6;1;1588232241944
74;1024;54;66;0;1588232241977
146;1024;0;54;1;1588232241984
29;1024;0;2;1;1588232242003
48;1024;0;12;1;1588232242077
59;1024;0;23;1;1588232242108
11;1024;0;43;1;1588232242144
23;1024;9;65;0;1588232242184
136;1024;0;33;1;1588232242208
71;1024;41;34;0;1588232242283
35;1024;0;18;1;1588232242287
35;1024;0;5;1;1588232242333
129;1024;40;10;0;1588232242368
85;1024;37;14;0;1588232242403
106;1024;46;10;0;1588232242419
66;1024;0;61;1;1588232242469
47;1024;0;73;1;1588232242482
98;1024;0;48;1;1588232242508
140;1024;0;41;1;1588232242510
6;1024;16;9;0;1588232242618
117;1024;0;58;1;1588232242640
21;1024;63;10;0;1588232242657
24;1024;29;48;0;1588232242657
4;1024;0;72;1;1588232242692
29;1024;0;60;1;1588232242727
14;1024;59;53;0;1588232242730
181;1024;0;9;1;1588232242732
194;1024;0;60;1;1588232242736
173;1024;0;67;1;1588232242736
146;1024;53;61;0;1588232242792
19;1024;0;29;1;1588232242794
63;1024;0;60;1;1588232242806
71;1024;22;62;0;1588232242831
19;1024;3;2;0;1588232242873
74;1024;17;61;0;1588232242941
38;1024;0;22;1;1588232242975
114;1024;0;12;1;1588232242992
147;1024;0;62;1;1588232243025
57;1024;0;71;1;1588232243043
98;1024;0;48;1;1588232243065
176;1024;0;36;1;1588232243071
64;1024;0;46;1;1588232243126
142;1024;0;40;1;1588232243131
45;1024;55;38;0;1588232243134
187;1024;48;70;0;1588232243147
97;1024;72;9;0;1588232243182
146;1024;26;29;0;1588232243213
91;1024;0;40;1;1588232243242
86;1024;0;42;1;1588232243253
170;1024;0;23;1;1588232243268
147;1024;0;43;1;1588232243283
184;1024;68;49;0;1588232243325
175;1024;75;63;0;1588232243336
67;1024;0;54;1;1588232243412
192;1024;0;60;1;1588232243442
171;1024;0;14;1;1588232243501
27;1024;28;70;0;1588232243545
180;1024;0;74;1;1588232243582
75;1024;0;64;1;1588232243592
11;1024;18;66;0;1588232243595
82;1024;60;14;0;1588232243603
55;1024;65;30;0;1588232243647
164;1024;0;37;1;1588232243680
182;1024;0;1;1;1588232243682
7;1024;0;40;1;1588232243772
173;1024;0;56;1;1588232243777
114;1024;0;8;1;1588232243807
54;1024;0;65;1;1588232243813
17;1024;73;24;0;1588232243885
146;1024;47;23;0;1588232243911
47;1024;0;56;1;1588232243966
141;1024;0;5;1;1588232244006
136;1024;17;13;0;1588232244006
85;1024;0;35;1;1588232244027
87;1024;0;53;1;1588232244031
194;1024;0;65;1;1588232244044
189;1024;0;64;1;1588232244113
82;1024;52;29;0;1588232244149
62;1024;0;53;1;1588232244171
144;1024;29;3;0;1588232244188
64;1024;0;13;1;1588232244231
55;1024;5;68;0;1588232244258
45;1024;0;64;1;1588232244262
184;1024;32;60;0;1588232244281
139;1024;0;17;1;1588232244292
131;1024;0;30;1;1588232244292
47;1024;0;28;1;1588232244323
28;1024;0;3;1;1588232244359
108;1024;20;63;0;1588232244409
139;1024;59;22;0;1588232244436
16;1024;6;63;0;1588232244442
53;1024;56;9;0;1588232244507
63;1024;42;55;0;1588232244531
8;1024;0;37;1;1588232244578
54;1024;72;43;0;1588232244592
40;1024;0;48;1;1588232244626
113;1024;0;20;1;1588232244707
71;1024;0;28;1;1588232244708
104;1024;0;19;1;1588232244737
130;1024;13;14;0;1588232244759
183;1024;0;42;1;1588232244780
83;1024;49;22;0;1588232244788
182;1024;0;70;1;1588232244862
118;1024;39;19;0;1588232244875
4;1024;34;7;0;1588232244904
142;1024;0;18;1;1588232244914
195;1024;0;38;1;1588232244952
2;1024;58;67;0;1588232244965
186;1024;0;2;1;1588232245057
26;1024;0;48;1;1588232245139
66;1024;0;61;1;1588232245148
47;1024;0;74;1;1588232245199
164;1024;40;59;0;1588232245225
187;1024;17;5;0;1588232245244
25;1024;0;71;1;1588232245254
173;1024;0;52;1;1588232245367
71;1024;0;5;1;1588232245370
175;1024;0;73;1;1588232245379
93;1024;45;75;0;1588232245398
20;1024;15;72;0;1588232245404
72;1024;0;15;1;1588232245445
66;1024;71;31;0;1588232245464
183;1024;0;40;1;1588232245497
49;1024;0;10;1;1588232245526
161;1024;2;14;0;1588232245606
148;1024;0;10;1;1588232245621
186;1024;0;26;1;1588232245621
160;1024;5;64;0;1588232245642
16;1024;0;13;1;1588232245647
120;1024;0;22;1;1588232245692
89;1024;27;70;0;1588232245726
96;1024;0;53;1;1588232245778
195;1024;0;34;1;1588232245781
119;1024;0;11;1;1588232245831
64;1024;0;18;1;1588232245837
38;1024;0;17;1;1588232245869
4;1024;0;26;1;1588232245904
3;1024;0;67;1;1588232245942
93;1024;0;14;1;1588232245960
121;1024;0;62;1;1588232245964
39;1024;0;13;1;1588232245966
123;1024;48;73;0;1588232245966
8;1024;0;70;1;1588232245978
143;1024;74;13;0;1588232246027
18;1024;0;41;1;1588232246078
111;1024;0;70;1;1588232246081
85;1024;61;47;0;1588232246084
25;1024;0;62;1;1588232246130
140;1024;0;68;1;1588232246131
62;1024;0;12;1;1588232246151
20;1024;47;73;0;1588232246198
180;1024;0;2;1;1588232246211
146;1024;0;71;1;1588232246230
59;1024;53;24;0;1588232246252
21;1024;54;63;0;1588232246261
134;1024;0;8;1;1588232246290
171;1024;0;4;1;1588232246358
144;1024;60;1;0;1588232246389
126;1024;0;37;1;1588232246392
103;1024;58;53;0;1588232246475
198;1024;70;34;0;1588232246497
44;1024;0;3;1;1588232246503
28;1024;2;47;0;1588232246508
161;1024;0;14;1;1588232246557
139;1024;0;41;1;1588232246572
2;1024;0;31;1;1588232246576
101;1024;0;75;1;1588232246590
151;1024;48;67;0;1588232246652
22;1024;0;5;1;1588232246654
188;1024;55;73;0;1588232246688
45;1024;0;60;1;1588232246727
26;1024;0;19;1;1588232246750
173;1024;0;59;1;1588232246763
77;1024;0;4;1;1588232246777
183;1024;1;53;0;1588232246784
5;1024;0;6;1;1588232246792
158;1024;0;16;1;1588232246869
179;1024;38;32;0;1588232246887
81;1024;0;18;1;1588232246911
54;1024;72;22;0;1588232246930
41;1024;1;33;0;1588232246935
152;1024;0;68;1;1588232247008
60;1024;68;18;0;1588232247008
129;1024;0;61;1;1588232247020
61;1024;0;7;1;1588232247021
85;1024;0;59;1;1588232247041
99;1024;0;5;1;1588232247061
22;1024;0;72;1;1588232247071
43;1024;0;59;1;1588232247073
116;1024;0;49;1;1588232247095
22;1024;36;7;0;1588232247100
19;1024;0;41;1;1588232247115
174;1024;0;28;1;1588232247121
84;1024;0;31;1;1588232247123
189;1024;0;70;1;1588232247135
91;1024;0;14;1;1588232247135
7;1024;66;39;0;1588232247193
151;1024;0;74;1;1588232247219
13;1024;0;7;1;1588232247297
33;1024;12;13;0;1588232247313
108;1024;0;1;1;1588232247326
112;1024;0;69;1;1588232247342
156;1024;0;15;1;1588232247493
33;1024;27;57;0;1588232247513
46;1024;12;18;0;1588232247545
163;1024;58;8;0;1588232247564
196;1024;0;51;1;1588232247564
172;1024;7;55;0;1588232247592
92;1024;0;75;1;1588232247662
125;1024;63;46;0;1588232247696
29;1024;0;23;1;1588232247726
37;1024;29;61;0;1588232247758
7;1024;16;61;0;1588232247778
175;1024;47;30;0;1588232247815
93;1024;0;3;1;1588232247859
94;1024;0;60;1;1588232247948
60;1024;48;46;0;1588232247965
71;1024;0;13;1;1588232247984
142;1024;42;21;0;1588232247995
126;1024;0;36;1;1588232248027
189;1024;0;73;1;1588232248070
89;1024;0;73;1;1588232248130
48;1024;0;12;1;1588232248151
86;1024;38;6;0;1588232248170
147;1024;71;36;0;1588232248170
133;1024;0;3;1;1588232248181
90;1024;0;29;1;1588232248190
78;1024;0;52;1;1588232248309
183;1024;0;30;1;1588232248322
88;1024;0;29;1;1588232248345
180;1024;71;46;0;1588232248433
41;1024;0;66;1;1588232248495
104;1024;0;62;1;1588232248504
167;1024;19;53;0;1588232248539
102;1024;0;57;1;1588232248552
45;1024;0;32;1;1588232248581
97;1024;0;17;1;1588232248583
23;1024;45;35;0;1588232248602
94;1024;0;32;1;1588232248612
91;1024;19;49;0;1588232248748
34;1024;52;38;0;1588232248831
106;1024;29;48;0;1588232248835
198;1024;44;20;0;1588232248846
126;1024;0;2;1;1588232248854
192;1024;0;71;1;1588232248870
81;1024;0;29;1;1588232248908
124;1024;58;22;0;1588232248940
74;1024;0;40;1;1588232248942
0;1024;0;25;1;1588232248951
115;1024;49;73;0;1588232248962
161;1024;6;44;0;1588232248994
35;1024;56;16;0;1588232249047
44;1024;37;13;0;1588232249081
116;1024;0;75;1;1588232249086
175;1024;0;29;1;1588232249126
150;1024;0;24;1;1588232249183
34;1024;0;59;1;1588232249193
133;1024;65;68;0;1588232249239
125;1024;37;69;0;1588232249242
164;1024;0;12;1;1588232249245
176;1024;0;66;1;1588232249247
8;1024;0;28;1;1588232249270
187;1024;0;42;1;1588232249286
11;1024;0;5;1;1588232249290
172;1024;0;3;1;1588232249296
166;1024;15;5;0;1588232249296
159;1024;0;8;1;1588232249320
134;1024;0;31;1;1588232249353
111;1024;0;66;1;1588232249367
31;1024;0;62;1;1588232249443
121;1024;0;5;1;1588232249492
174;1024;0;55;1;1588232249536
27;1024;0;54;1;1588232249564
40;1024;54;35;0;1588232249590
88;1024;28;59;0;1588232249640
125;1024;54;1;0;1588232249659
22;1024;0;18;1;1588232249663
24;1024;0;28;1;1588232249691
9;1024;0;20;1;1588232249692
133;1024;0;1;1;1588232249752
103;1024;0;42;1;1588232249761
80;1024;35;53;0;1588232249772
111;1024;0;67;1;1588232249831
32;1024;0;68;1;1588232249839
1;1024;0;1;1;1588232249899
9;1024;0;9;1;1588232249919
76;1024;0;72;1;1588232249953
3;1024;42;69;0;1588232249992
85;1024;49;31;0;1588232250034
2;1024;39;5;0;1588232250060
94;1024;0;51;1;1588232250063
158;1024;42;56;0;1588232250068
151;1024;0;22;1;1588232250070
195;1024;38;39;0;1588232250089
32;1024;2;19;0;1588232250113
92;1024;0;47;1;1588232250120
178;1024;0;33;1;1588232250182
120;1024;0;50;1;1588232250245
179;1024;0;56;1;1588232250289
50;1024;0;39;1;1588232250314
113;1024;0;5;1;1588232250357
160;1024;0;73;1;1588232250378
153;1024;8;64;0;1588232250463
106;1024;44;43;0;1588232250501
9;1024;69;19;0;1588232250564
191;1024;2;17;0;1588232250570
64;1024;0;22;1;1588232250582
8;1024;0;2;1;1588232250582
124;1024;9;34;0;1588232250600
115;1024;0;68;1;1588232250616
11;1024;68;10;0;1588232250636
163;1024;0;23;1;1588232250646
76;1024;57;39;0;1588232250667
129;1024;0;31;1;1588232250736
48;1024;0;19;1;1588232250760
95;1024;43;34;0;1588232250784
180;1024;57;36;0;1588232250803
46;1024;0;58;1;1588232250806
1;1024;0;13;1;1588232250845
155;1024;0;67;1;1588232250851
81;1024;62;67;0;1588232250901
131;1024;15;41;0;1588232251035
170;1024;0;58;1;1588232251059
68;1024;0;8;1;1588232251074
56;1024;0;54;1;1588232251105
149;1024;39;37;0;1588232251111
63;1024;0;29;1;1588232251159
84;1024;0;24;1;1588232251171
183;1024;0;69;1;1588232251206
186;1024;0;55;1;1588232251228
90;1024;22;25;0;1588232251245
75;1024;0;15;1;1588232251253
84;1024;54;33;0;1588232251282
151;1024;0;1;1;1588232251324
143;1024;0;17;1;1588232251345
85;1024;49;58;0;1588232251346
35;1024;0;6;1;1588232251386
18;1024;53;23;0;1588232251485
179;1024;60;35;0;1588232251495
198;1024;28;43;0;1588232251523
90;1024;0;67;1;1588232251559
184;1024;0;15;1;1588232251570
120;1024;59;44;0;1588232251592
184;1024;75;16;0;1588232251605
86;1024;53;49;0;1588232251622
111;1024;32;16;0;1588232251630
142;1024;23;46;0;1588232251651
147;1024;0;59;1;1588232251705
90;1024;0;9;1;1588232251726
188;1024;0;33;1;1588232251772
57;1024;11;38;0;1588232251798
14;1024;0;47;1;1588232251905
173;1024;0;14;1;1588232251922
53;1024;46;68;0;1588232251944
147;1024;64;51;0;1588232251951
50;1024;69;72;0;1588232251971
169;1024;0;69;1;1588232251976
169;1024;0;64;1;1588232251992
103;1024;0;67;1;1588232252000
52;1024;57;13;0;1588232252036
23;1024;0;40;1;1588232252081
64;1024;29;24;0;1588232252081
197;1024;38;44;0;1588232252129
114;1024;0;60;1;1588232252168
